area_type,availability,location,size,society,total_sqft,bath,balcony,price,floor,furnishing
Super Built-up,Ready To Move,Kothrud,2 BHK,Society5,1000,1,3,73.94,5th,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,2 BHK,Society2,1000,4,1,48.99,4th,Semi-Furnished
Carpet,Ready To Move,Kothrud,4 BHK,Society1,1500,3,2,78.9,Top,Fully Furnished
Carpet,Under Construction,Hadapsar,3 BHK,Society1,1200,4,1,56.5,1st,Unfurnished
Carpet,Ready To Move,Pimpri-Chinchwad,3 BHK,Society4,1200,3,2,65.16,1st,Semi-Furnished
Carpet,Ready To Move,Wakad,4 BHK,Society5,1500,3,2,73.51,1st,Semi-Furnished
Carpet,Under Construction,Kothrud,2 BHK,Society4,1000,3,2,73.37,1st,Unfurnished
Built-up,Under Construction,Pashan,1 BHK,Society1,800,1,3,60.99,5th,Semi-Furnished
Super Built-up,Under Construction,Kharadi,3 BHK,Society2,1200,4,2,96.55,Ground,Unfurnished
Built-up,Under Construction,Shivaji Nagar,4 BHK,Society2,1500,3,2,93.7,4th,Semi-Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society5,1200,4,1,66.93,5th,Unfurnished
Carpet,Ready To Move,Viman Nagar,2 BHK,Society1,1000,4,3,97.25,Top,Semi-Furnished
Carpet,Ready To Move,Kothrud,3 BHK,Society3,1200,1,2,75.49,4th,Fully Furnished
Carpet,Ready To Move,Pashan,1 BHK,Society1,800,4,2,60.61,Top,Fully Furnished
Carpet,Ready To Move,Aundh,3 BHK,Society5,1200,4,1,98.32,Ground,Semi-Furnished
Carpet,Ready To Move,Pashan,2 BHK,Society1,1000,4,3,62.74,5th,Semi-Furnished
Super Built-up,Ready To Move,Aundh,1 BHK,Society2,800,2,1,91.8,Top,Unfurnished
Carpet,Ready To Move,Hinjawadi,3 BHK,Society2,1200,4,3,91.75,4th,Unfurnished
Built-up,Ready To Move,Sadashiv Peth,4 BHK,Society4,1500,4,3,52.35,Ground,Semi-Furnished
Super Built-up,Ready To Move,Baner,3 BHK,Society4,1200,1,2,101.5,3rd,Semi-Furnished
Carpet,Under Construction,Hadapsar,4 BHK,Society4,1500,4,2,58.35,1st,Fully Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,4 BHK,Society2,1500,3,3,68.19,5th,Semi-Furnished
Super Built-up,Ready To Move,Baner,2 BHK,Society4,1000,1,1,97.17,5th,Unfurnished
Built-up,Under Construction,Kothrud,3 BHK,Society5,1200,1,2,76.98,3rd,Fully Furnished
Carpet,Under Construction,Aundh,4 BHK,Society4,1500,4,3,100.61,5th,Unfurnished
Built-up,Under Construction,Kothrud,1 BHK,Society1,800,3,1,70.15,4th,Semi-Furnished
Super Built-up,Under Construction,Wakad,1 BHK,Society3,800,2,3,64.19,5th,Fully Furnished
Built-up,Ready To Move,Sadashiv Peth,4 BHK,Society3,1500,4,2,52.63,2nd,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society2,1200,3,3,65.46,3rd,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,1 BHK,Society1,800,2,3,59.49,1st,Semi-Furnished
Built-up,Under Construction,Hinjawadi,4 BHK,Society5,1500,4,2,93.1,2nd,Semi-Furnished
Carpet,Under Construction,Pashan,2 BHK,Society2,1000,2,2,62.39,1st,Fully Furnished
Carpet,Under Construction,Shivaji Nagar,1 BHK,Society3,800,2,3,85,Top,Semi-Furnished
Built-up,Under Construction,Shivaji Nagar,3 BHK,Society4,1200,2,3,90.4,4th,Fully Furnished
Super Built-up,Under Construction,Hadapsar,1 BHK,Society3,800,2,1,49.44,Top,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society2,1000,1,2,97.09,2nd,Fully Furnished
Built-up,Ready To Move,Kothrud,3 BHK,Society3,1200,4,2,75.89,Ground,Semi-Furnished
Super Built-up,Under Construction,Hinjawadi,2 BHK,Society2,1000,3,2,87.35,Top,Fully Furnished
Built-up,Under Construction,Wakad,2 BHK,Society3,1000,1,1,68.22,2nd,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society5,1500,3,1,67.58,Ground,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,4 BHK,Society1,1500,4,1,52.03,3rd,Fully Furnished
Built-up,Ready To Move,Kothrud,2 BHK,Society5,1000,4,1,73.12,Top,Semi-Furnished
Super Built-up,Under Construction,Shivaji Nagar,3 BHK,Society4,1200,3,2,90.56,5th,Semi-Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society2,800,4,3,89.79,4th,Fully Furnished
Carpet,Ready To Move,Hadapsar,1 BHK,Society1,800,1,1,49.28,Top,Semi-Furnished
Built-up,Under Construction,Baner,4 BHK,Society4,1500,1,2,102.95,Top,Semi-Furnished
Built-up,Under Construction,Magarpatta,1 BHK,Society4,800,2,2,90.46,4th,Unfurnished
Carpet,Ready To Move,Viman Nagar,2 BHK,Society1,1000,2,2,97.74,5th,Semi-Furnished
Built-up,Under Construction,Hinjawadi,4 BHK,Society1,1500,1,2,93.9,4th,Semi-Furnished
Built-up,Under Construction,Aundh,2 BHK,Society1,1000,2,3,95.53,4th,Semi-Furnished
Super Built-up,Under Construction,Viman Nagar,2 BHK,Society1,1000,2,1,98.19,Ground,Fully Furnished
Carpet,Under Construction,Viman Nagar,1 BHK,Society3,800,2,3,95.08,Top,Fully Furnished
Built-up,Under Construction,Kothrud,1 BHK,Society5,800,4,1,70.13,1st,Unfurnished
Built-up,Ready To Move,Pashan,3 BHK,Society4,1200,1,3,65.02,Top,Unfurnished
Super Built-up,Under Construction,Hadapsar,4 BHK,Society4,1500,1,1,58.61,4th,Unfurnished
Built-up,Ready To Move,Kharadi,4 BHK,Society1,1500,2,3,97.01,3rd,Semi-Furnished
Built-up,Under Construction,Hinjawadi,3 BHK,Society5,1200,2,2,90.85,1st,Fully Furnished
Super Built-up,Ready To Move,Hadapsar,4 BHK,Society2,1500,4,2,58.86,5th,Semi-Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society5,800,2,1,60.33,5th,Semi-Furnished
Super Built-up,Under Construction,Baner,1 BHK,Society3,800,4,3,94.09,Ground,Unfurnished
Carpet,Ready To Move,Viman Nagar,4 BHK,Society4,1500,3,1,103.49,Ground,Semi-Furnished
Super Built-up,Ready To Move,Wakad,4 BHK,Society4,1500,3,3,73.83,4th,Semi-Furnished
Built-up,Ready To Move,Baner,3 BHK,Society5,1200,2,3,101.62,5th,Fully Furnished
Built-up,Under Construction,Viman Nagar,1 BHK,Society2,800,4,1,95.23,4th,Semi-Furnished
Built-up,Under Construction,Kothrud,1 BHK,Society2,800,1,2,69.69,4th,Unfurnished
Built-up,Under Construction,Hadapsar,3 BHK,Society2,1200,1,3,55.44,2nd,Unfurnished
Super Built-up,Under Construction,Viman Nagar,4 BHK,Society2,1500,2,2,102.4,Top,Fully Furnished
Super Built-up,Ready To Move,Aundh,2 BHK,Society4,1000,2,3,95.85,1st,Semi-Furnished
Built-up,Under Construction,Kothrud,2 BHK,Society2,1000,1,3,72.43,3rd,Unfurnished
Super Built-up,Ready To Move,Magarpatta,4 BHK,Society3,1500,2,3,97.45,Top,Unfurnished
Built-up,Under Construction,Pashan,4 BHK,Society1,1500,3,2,68.02,2nd,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society2,800,4,3,44.11,1st,Unfurnished
Carpet,Under Construction,Pimpri-Chinchwad,1 BHK,Society5,800,1,1,60.69,2nd,Semi-Furnished
Built-up,Ready To Move,Kothrud,1 BHK,Society3,800,4,2,69.03,Ground,Semi-Furnished
Super Built-up,Under Construction,Baner,2 BHK,Society5,1000,1,3,98.73,Top,Fully Furnished
Carpet,Under Construction,Aundh,2 BHK,Society3,1000,2,3,95.52,Ground,Unfurnished
Built-up,Under Construction,Aundh,3 BHK,Society5,1200,3,3,97.08,3rd,Semi-Furnished
Super Built-up,Ready To Move,Hinjawadi,3 BHK,Society4,1200,1,1,90.15,5th,Fully Furnished
Carpet,Under Construction,Viman Nagar,2 BHK,Society4,1000,3,3,97.19,2nd,Unfurnished
Built-up,Under Construction,Magarpatta,4 BHK,Society5,1500,2,2,97.85,Top,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society4,1000,1,3,94.99,5th,Semi-Furnished
Built-up,Under Construction,Wakad,3 BHK,Society4,1200,2,2,71.71,5th,Semi-Furnished
Carpet,Under Construction,Pashan,1 BHK,Society1,800,2,3,60.17,4th,Unfurnished
Carpet,Ready To Move,Aundh,3 BHK,Society1,1200,2,1,97.41,3rd,Unfurnished
Super Built-up,Under Construction,Shivaji Nagar,1 BHK,Society4,800,2,1,85.22,1st,Unfurnished
Built-up,Ready To Move,Hinjawadi,1 BHK,Society2,800,1,1,84.08,5th,Unfurnished
Super Built-up,Under Construction,Viman Nagar,4 BHK,Society2,1500,2,2,102.22,3rd,Fully Furnished
Built-up,Under Construction,Wakad,3 BHK,Society5,1200,4,2,71.98,2nd,Fully Furnished
Carpet,Under Construction,Pashan,3 BHK,Society2,1200,2,2,65.21,4th,Unfurnished
Built-up,Ready To Move,Kharadi,4 BHK,Society4,1500,2,2,98.11,5th,Fully Furnished
Built-up,Under Construction,Baner,4 BHK,Society2,1500,1,1,103.73,Ground,Fully Furnished
Carpet,Under Construction,Hadapsar,1 BHK,Society1,800,1,3,49.34,3rd,Unfurnished
Super Built-up,Under Construction,Viman Nagar,2 BHK,Society1,1000,2,2,98.1,Top,Unfurnished
Super Built-up,Under Construction,Kothrud,2 BHK,Society1,1000,1,3,72.41,1st,Fully Furnished
Carpet,Under Construction,Shivaji Nagar,4 BHK,Society4,1500,4,1,93.02,Ground,Fully Furnished
Carpet,Under Construction,Sadashiv Peth,2 BHK,Society3,1000,3,3,48.39,4th,Unfurnished
Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society3,1200,1,3,51.65,5th,Unfurnished
Built-up,Under Construction,Aundh,4 BHK,Society4,1500,3,3,100.92,3rd,Unfurnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society3,800,2,1,84.96,2nd,Semi-Furnished
Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society3,1500,2,2,68.22,Ground,Unfurnished
Carpet,Under Construction,Pimpri-Chinchwad,1 BHK,Society5,800,1,1,59.14,Top,Fully Furnished
Built-up,Under Construction,Baner,1 BHK,Society5,800,1,3,95.92,4th,Semi-Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society1,1500,2,1,67.17,2nd,Fully Furnished
Built-up,Under Construction,Pimpri-Chinchwad,1 BHK,Society3,800,3,2,59.38,Ground,Fully Furnished
Carpet,Under Construction,Viman Nagar,2 BHK,Society5,1000,3,1,98.37,Top,Semi-Furnished
Super Built-up,Under Construction,Kharadi,2 BHK,Society5,1000,4,1,92.25,Top,Semi-Furnished
Carpet,Under Construction,Kharadi,2 BHK,Society4,1000,2,3,93.2,4th,Unfurnished
Carpet,Ready To Move,Baner,2 BHK,Society4,1000,4,2,98.81,Top,Unfurnished
Carpet,Under Construction,Baner,4 BHK,Society2,1500,2,3,102.94,2nd,Unfurnished
Built-up,Under Construction,Sadashiv Peth,3 BHK,Society2,1200,3,3,51.87,1st,Semi-Furnished
Carpet,Under Construction,Pashan,4 BHK,Society1,1500,3,2,68.23,3rd,Fully Furnished
Carpet,Ready To Move,Hadapsar,3 BHK,Society2,1200,2,2,55.27,4th,Semi-Furnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,2 BHK,Society3,1000,2,3,62.25,2nd,Unfurnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society3,1500,1,3,97.42,Ground,Semi-Furnished
Carpet,Ready To Move,Baner,2 BHK,Society2,1000,2,1,97.02,3rd,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,3 BHK,Society2,1200,1,1,50.87,4th,Semi-Furnished
Built-up,Under Construction,Pashan,3 BHK,Society5,1200,3,2,66.33,5th,Unfurnished
Built-up,Ready To Move,Hadapsar,4 BHK,Society3,1500,1,3,57.14,Top,Unfurnished
Super Built-up,Under Construction,Hadapsar,3 BHK,Society3,1200,1,2,55.75,1st,Semi-Furnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society2,1500,2,3,97.44,2nd,Fully Furnished
Super Built-up,Under Construction,Hadapsar,3 BHK,Society4,1200,3,3,56.86,5th,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society5,1000,1,1,95.14,Ground,Unfurnished
Built-up,Ready To Move,Kharadi,3 BHK,Society1,1200,3,2,95.93,3rd,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society2,800,2,1,45.41,4th,Semi-Furnished
Super Built-up,Under Construction,Pashan,3 BHK,Society2,1200,2,1,66.86,1st,Unfurnished
Built-up,Under Construction,Viman Nagar,2 BHK,Society5,1000,3,1,97.81,3rd,Semi-Furnished
Carpet,Under Construction,Wakad,1 BHK,Society1,800,4,1,65.3,Top,Fully Furnished
Carpet,Ready To Move,Pashan,2 BHK,Society3,1000,3,1,63.6,Ground,Semi-Furnished
Super Built-up,Under Construction,Magarpatta,3 BHK,Society3,1200,2,1,95.63,3rd,Unfurnished
Super Built-up,Ready To Move,Hinjawadi,2 BHK,Society2,1000,2,2,87.5,5th,Fully Furnished
Built-up,Under Construction,Wakad,4 BHK,Society3,1500,1,3,72.89,2nd,Fully Furnished
Super Built-up,Under Construction,Shivaji Nagar,4 BHK,Society2,1500,1,3,93.97,4th,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,2 BHK,Society4,1000,2,1,87.82,Top,Fully Furnished
Built-up,Ready To Move,Pashan,3 BHK,Society5,1200,3,2,66.76,5th,Fully Furnished
Carpet,Under Construction,Kharadi,4 BHK,Society2,1500,3,1,98.31,4th,Semi-Furnished
Built-up,Under Construction,Aundh,4 BHK,Society1,1500,2,3,100.3,3rd,Unfurnished
Carpet,Ready To Move,Pashan,3 BHK,Society1,1200,3,2,65.88,5th,Semi-Furnished
Super Built-up,Ready To Move,Magarpatta,2 BHK,Society2,1000,4,2,92.42,2nd,Semi-Furnished
Super Built-up,Under Construction,Kharadi,3 BHK,Society3,1200,1,2,95.75,Ground,Unfurnished
Carpet,Under Construction,Baner,2 BHK,Society5,1000,4,3,97.65,Top,Fully Furnished
Built-up,Ready To Move,Pashan,1 BHK,Society4,800,4,3,59.64,5th,Semi-Furnished
Carpet,Ready To Move,Viman Nagar,4 BHK,Society1,1500,3,2,103.21,2nd,Semi-Furnished
Super Built-up,Ready To Move,Magarpatta,1 BHK,Society3,800,3,2,89.9,3rd,Semi-Furnished
Super Built-up,Under Construction,Hadapsar,3 BHK,Society4,1200,3,2,56.69,Ground,Unfurnished
Built-up,Ready To Move,Shivaji Nagar,1 BHK,Society2,800,2,3,84.44,2nd,Semi-Furnished
Built-up,Under Construction,Shivaji Nagar,1 BHK,Society5,800,4,1,85.04,1st,Semi-Furnished
Built-up,Under Construction,Baner,4 BHK,Society5,1500,2,2,103.19,4th,Unfurnished
Built-up,Under Construction,Shivaji Nagar,4 BHK,Society4,1500,2,1,93.35,3rd,Semi-Furnished
Built-up,Ready To Move,Magarpatta,1 BHK,Society1,800,4,1,90.85,Top,Fully Furnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society4,1500,3,1,77.53,Ground,Unfurnished
Super Built-up,Ready To Move,Wakad,4 BHK,Society4,1500,2,3,73.65,3rd,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,1 BHK,Society2,800,4,3,44.61,2nd,Fully Furnished
Carpet,Under Construction,Aundh,4 BHK,Society1,1500,2,1,100.22,4th,Fully Furnished
Carpet,Under Construction,Viman Nagar,4 BHK,Society2,1500,4,1,103.32,Ground,Unfurnished
Carpet,Under Construction,Shivaji Nagar,2 BHK,Society5,1000,3,1,87.76,5th,Fully Furnished
Super Built-up,Ready To Move,Magarpatta,1 BHK,Society4,800,3,3,90.44,Top,Fully Furnished
Super Built-up,Ready To Move,Kothrud,3 BHK,Society5,1200,1,3,76.38,1st,Fully Furnished
Built-up,Ready To Move,Magarpatta,2 BHK,Society3,1000,1,2,93.77,4th,Fully Furnished
Carpet,Under Construction,Wakad,2 BHK,Society3,1000,4,3,68.28,1st,Fully Furnished
Built-up,Under Construction,Hinjawadi,1 BHK,Society1,800,2,2,85.24,Top,Unfurnished
Super Built-up,Ready To Move,Hadapsar,1 BHK,Society2,800,3,1,50.46,5th,Semi-Furnished
Super Built-up,Ready To Move,Kothrud,2 BHK,Society3,1000,2,3,72.05,2nd,Fully Furnished
Carpet,Under Construction,Hadapsar,3 BHK,Society4,1200,1,2,55.63,Top,Fully Furnished
Built-up,Ready To Move,Shivaji Nagar,1 BHK,Society1,800,2,3,84.71,5th,Fully Furnished
Carpet,Under Construction,Pimpri-Chinchwad,1 BHK,Society2,800,4,2,60.16,4th,Fully Furnished
Built-up,Ready To Move,Magarpatta,3 BHK,Society3,1200,1,3,95.14,3rd,Semi-Furnished
Carpet,Under Construction,Kothrud,1 BHK,Society1,800,4,3,70.03,4th,Fully Furnished
Carpet,Ready To Move,Sadashiv Peth,1 BHK,Society1,800,2,2,45.16,Ground,Fully Furnished
Built-up,Ready To Move,Aundh,1 BHK,Society2,800,3,2,91.85,2nd,Semi-Furnished
Super Built-up,Under Construction,Wakad,4 BHK,Society4,1500,3,2,73.92,2nd,Unfurnished
Built-up,Ready To Move,Hadapsar,2 BHK,Society1,1000,3,2,53.77,Top,Fully Furnished
Built-up,Ready To Move,Pashan,4 BHK,Society5,1500,3,2,68.54,3rd,Fully Furnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society4,1500,4,1,77.99,Top,Semi-Furnished
Carpet,Ready To Move,Aundh,1 BHK,Society5,800,4,3,92.7,5th,Semi-Furnished
Built-up,Under Construction,Baner,1 BHK,Society3,800,2,3,95.85,3rd,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,1 BHK,Society4,800,4,1,44.33,5th,Semi-Furnished
Carpet,Ready To Move,Kothrud,4 BHK,Society1,1500,4,2,78.61,4th,Unfurnished
Carpet,Under Construction,Shivaji Nagar,3 BHK,Society2,1200,1,3,90.03,5th,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society3,1000,1,1,98.78,1st,Semi-Furnished
Super Built-up,Ready To Move,Pashan,4 BHK,Society4,1500,4,1,67.25,Ground,Fully Furnished
Carpet,Ready To Move,Shivaji Nagar,4 BHK,Society1,1500,4,2,92.29,4th,Unfurnished
Super Built-up,Under Construction,Baner,2 BHK,Society3,1000,3,1,98.07,Ground,Semi-Furnished
Carpet,Under Construction,Baner,2 BHK,Society2,1000,1,2,97.97,Top,Unfurnished
Built-up,Ready To Move,Viman Nagar,1 BHK,Society4,800,4,3,95.45,Ground,Semi-Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society2,800,4,2,69.35,5th,Unfurnished
Carpet,Under Construction,Kothrud,1 BHK,Society5,800,4,2,69.08,Top,Fully Furnished
Super Built-up,Under Construction,Baner,3 BHK,Society3,1200,4,2,101.99,3rd,Unfurnished
Carpet,Ready To Move,Wakad,1 BHK,Society5,800,1,3,64.45,2nd,Semi-Furnished
Super Built-up,Under Construction,Viman Nagar,2 BHK,Society5,1000,3,1,97.19,Ground,Semi-Furnished
Super Built-up,Under Construction,Kothrud,4 BHK,Society2,1500,1,2,78.92,Top,Semi-Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society4,800,3,3,69.93,Top,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,1 BHK,Society1,800,4,2,45.05,5th,Fully Furnished
Built-up,Ready To Move,Viman Nagar,1 BHK,Society3,800,2,3,94.58,5th,Semi-Furnished
Carpet,Ready To Move,Wakad,3 BHK,Society1,1200,3,2,71.28,1st,Unfurnished
Built-up,Ready To Move,Baner,4 BHK,Society1,1500,3,2,103.24,5th,Unfurnished
Super Built-up,Ready To Move,Pashan,2 BHK,Society1,1000,3,1,63.68,1st,Unfurnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society2,1500,3,2,68.73,1st,Unfurnished
Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society4,1200,4,3,65.79,5th,Semi-Furnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society3,1500,1,3,97.02,4th,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,2 BHK,Society5,1000,1,2,48.96,Ground,Unfurnished
Super Built-up,Under Construction,Magarpatta,4 BHK,Society2,1500,1,1,98.85,Ground,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,1,2,51.17,Top,Semi-Furnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society1,800,4,2,84.33,5th,Unfurnished
Carpet,Ready To Move,Wakad,1 BHK,Society3,800,2,2,64.49,Top,Fully Furnished
Carpet,Under Construction,Kharadi,2 BHK,Society1,1000,2,2,92.38,3rd,Unfurnished
Super Built-up,Ready To Move,Kothrud,1 BHK,Society3,800,1,2,70.63,2nd,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society1,1000,2,2,94.7,1st,Semi-Furnished
Built-up,Under Construction,Pashan,4 BHK,Society3,1500,4,3,68.77,Ground,Semi-Furnished
Built-up,Ready To Move,Kothrud,3 BHK,Society5,1200,4,2,76.44,2nd,Unfurnished
Carpet,Under Construction,Baner,1 BHK,Society3,800,1,1,94.54,2nd,Fully Furnished
Carpet,Under Construction,Magarpatta,3 BHK,Society4,1200,4,1,95.12,3rd,Fully Furnished
Super Built-up,Under Construction,Aundh,1 BHK,Society1,800,1,3,92.62,5th,Unfurnished
Built-up,Ready To Move,Hadapsar,4 BHK,Society4,1500,4,1,57.99,2nd,Semi-Furnished
Carpet,Ready To Move,Baner,2 BHK,Society5,1000,3,1,98.18,3rd,Fully Furnished
Carpet,Ready To Move,Wakad,2 BHK,Society4,1000,1,3,68.21,3rd,Fully Furnished
Carpet,Ready To Move,Pashan,1 BHK,Society1,800,4,3,60.81,4th,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,3 BHK,Society5,1200,3,2,50.68,Top,Fully Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society2,800,3,3,90.24,Ground,Fully Furnished
Built-up,Ready To Move,Wakad,3 BHK,Society1,1200,2,1,70.49,Ground,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,2 BHK,Society2,1000,4,3,48.87,Top,Unfurnished
Built-up,Under Construction,Baner,3 BHK,Society3,1200,4,3,100.29,4th,Semi-Furnished
Carpet,Under Construction,Wakad,3 BHK,Society5,1200,3,1,71.7,Ground,Unfurnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society5,800,4,2,90.61,2nd,Unfurnished
Carpet,Under Construction,Kharadi,1 BHK,Society4,800,3,1,89.72,Top,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society1,1500,4,3,68.55,2nd,Fully Furnished
Built-up,Under Construction,Hinjawadi,4 BHK,Society4,1500,4,2,92.76,5th,Fully Furnished
Built-up,Ready To Move,Kothrud,1 BHK,Society4,800,1,2,70.58,5th,Unfurnished
Built-up,Ready To Move,Pashan,3 BHK,Society3,1200,1,1,65.65,Top,Fully Furnished
Super Built-up,Ready To Move,Hadapsar,1 BHK,Society2,800,2,1,50.9,4th,Semi-Furnished
Super Built-up,Under Construction,Shivaji Nagar,3 BHK,Society1,1200,3,3,91.74,3rd,Fully Furnished
Built-up,Under Construction,Pimpri-Chinchwad,2 BHK,Society4,1000,4,2,63.49,5th,Semi-Furnished
Carpet,Ready To Move,Wakad,4 BHK,Society1,1500,3,2,73.25,Top,Unfurnished
Super Built-up,Ready To Move,Wakad,3 BHK,Society4,1200,4,3,70.94,Top,Unfurnished
Carpet,Under Construction,Kothrud,1 BHK,Society4,800,3,1,70.84,2nd,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,2 BHK,Society3,1000,3,2,48.59,Ground,Fully Furnished
Carpet,Under Construction,Aundh,1 BHK,Society1,800,1,1,91.3,4th,Fully Furnished
Carpet,Under Construction,Kharadi,1 BHK,Society3,800,2,1,90.31,Top,Unfurnished
Super Built-up,Under Construction,Kharadi,2 BHK,Society1,1000,2,2,92.45,1st,Semi-Furnished
Super Built-up,Under Construction,Aundh,3 BHK,Society5,1200,1,2,98.09,Top,Semi-Furnished
Carpet,Under Construction,Kothrud,4 BHK,Society2,1500,4,2,78.67,1st,Semi-Furnished
Built-up,Under Construction,Pashan,2 BHK,Society4,1000,4,3,63.74,Ground,Unfurnished
Built-up,Under Construction,Pashan,2 BHK,Society5,1000,3,2,63.85,4th,Semi-Furnished
Super Built-up,Ready To Move,Pashan,3 BHK,Society5,1200,1,1,66.84,5th,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,2 BHK,Society3,1000,4,1,62.15,Top,Semi-Furnished
Carpet,Ready To Move,Hinjawadi,3 BHK,Society1,1200,1,3,91.99,3rd,Fully Furnished
Built-up,Ready To Move,Wakad,3 BHK,Society1,1200,4,3,71.58,1st,Unfurnished
Built-up,Ready To Move,Magarpatta,1 BHK,Society3,800,4,2,90.98,3rd,Fully Furnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society4,1200,2,2,100.97,Top,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,2 BHK,Society3,1000,2,1,48.17,3rd,Fully Furnished
Super Built-up,Under Construction,Hinjawadi,2 BHK,Society5,1000,1,3,87.12,1st,Unfurnished
Super Built-up,Ready To Move,Viman Nagar,1 BHK,Society5,800,2,1,94.53,1st,Unfurnished
Super Built-up,Under Construction,Magarpatta,2 BHK,Society4,1000,4,1,92.39,2nd,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,3 BHK,Society2,1200,2,2,50.25,4th,Unfurnished
Super Built-up,Under Construction,Sadashiv Peth,4 BHK,Society5,1500,3,3,53.69,3rd,Fully Furnished
Carpet,Under Construction,Aundh,3 BHK,Society1,1200,3,3,97.78,2nd,Semi-Furnished
Built-up,Ready To Move,Aundh,1 BHK,Society2,800,3,1,92.25,5th,Fully Furnished
Carpet,Ready To Move,Wakad,1 BHK,Society2,800,1,1,65.4,5th,Fully Furnished
Built-up,Under Construction,Kharadi,2 BHK,Society5,1000,3,1,92.54,2nd,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,2 BHK,Society2,1000,4,2,48.77,2nd,Semi-Furnished
Built-up,Under Construction,Kharadi,3 BHK,Society1,1200,3,3,96.73,1st,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,4 BHK,Society3,1500,1,1,53.78,5th,Fully Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society3,800,4,3,89.18,1st,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society1,1000,1,2,98.88,Top,Fully Furnished
Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society5,1200,2,3,90.15,2nd,Fully Furnished
Carpet,Under Construction,Wakad,3 BHK,Society4,1200,2,3,71.12,3rd,Fully Furnished
Built-up,Under Construction,Viman Nagar,1 BHK,Society3,800,2,1,95.96,2nd,Fully Furnished
Carpet,Under Construction,Wakad,3 BHK,Society4,1200,3,1,71.03,Ground,Unfurnished
Built-up,Under Construction,Sadashiv Peth,2 BHK,Society2,1000,1,3,47.76,4th,Unfurnished
Carpet,Under Construction,Hadapsar,4 BHK,Society1,1500,2,1,57.3,Top,Unfurnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society2,1500,1,1,98.12,Ground,Unfurnished
Carpet,Under Construction,Kharadi,2 BHK,Society1,1000,3,1,92.51,5th,Fully Furnished
Carpet,Ready To Move,Aundh,2 BHK,Society4,1000,4,3,94.31,2nd,Fully Furnished
